abbreviatedaddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
2326 N Baldwin St,Portland,97217,45.57825851,-122.690712,1,2,4791,12/2/2020,525000,579100,38442
2334 N Sumner St,Portland,97217,45.56032181,-122.6916122,2,4,4791,12/2/2020,645000,711700,38442
6305 N Villard Ave,Portland,97217,45.56834412,-122.6979065,1,1,4791,12/2/2020,310000,343400,38442
736 N Emerson St UNIT A,Portland,97217,45.56101227,-122.6747818,4,5,2088,12/2/2020,648900,715800,38442
905 N Sumner St,Portland,97217,45.56058884,-122.6762314,2,3,4791,5/12/2021,702000,719900,38442
4618 N Congress Ave,Portland,97217,45.55636215,-122.6716995,4,3,2613,12/2/2020,489500,540100,38442
7913 N Chase Ave,Portland,97217,45.58086777,-122.7047501,1,4,4356,7/13/2021,512500,514600,38442
553 N Hayden Bay Dr #25,Portland,97217,45.61006546,-122.6739807,1,2,336718,11/30/2020,223000,247100,38442
2121 N Schofield St,Portland,97217,45.58190155,-122.688446,1,3,4356,11/29/2020,514500,568100,38442
7044 N Commercial Ave,Portland,97217,45.5740242,-122.670433,1,3,4791,11/29/2020,328000,383800,38442
7935 N Seward Ave,Portland,97217,45.5812149,-122.7038651,3,4,5662,5/13/2021,539000,555900,38442
5544 N Omaha Ave,Portland,97217,45.56341934,-122.6899567,1,2,4791,5/13/2021,490000,505300,38442
6911 N Albina Ave,Portland,97217,45.57281113,-122.6751709,2,4,3920,5/13/2021,560000,577500,38442
2314 N Emerson St,Portland,97217,45.56103134,-122.6912155,1,2,4791,5/13/2021,500000,508200,38442
5228 N Haight Ave,Portland,97217,45.56094742,-122.6696472,2,3,7405,11/24/2020,499000,552000,38442
866 N Russet St,Portland,97217,45.57773972,-122.6757278,2,4,4792,11/24/2020,520000,575200,38442
6355 N Delaware Ave,Portland,97217,45.56900406,-122.6928253,3,3,4791,11/24/2020,636000,703500,38442
1910 N Ainsworth St,Portland,97217,45.56616211,-122.6867294,2,3,4791,11/24/2020,622000,688000,38442
5815 N Boston Ave,Portland,97217,45.56538391,-122.6918106,2,3,4791,11/24/2020,572000,632500,38442
7232 N Mobile Ave,Portland,97217,45.57581329,-122.6890564,2,3,3484,11/24/2020,593000,663500,38442
7008 N Greenwich Ave,Portland,97217,45.5736618,-122.6829147,1,4,5000,11/24/2020,525000,570800,38442
6326 N Delaware Ave,Portland,97217,45.56854248,-122.6921692,3,4,4791,11/24/2020,825000,903400,38442
2127 N Watts St,Portland,97217,45.5811882,-122.6885223,1,2,4791,11/24/2020,478000,528800,38442
6125 N Atlantic Ave,Portland,97217,45.56735229,-122.6968994,2,3,4791,5/15/2021,690000,707000,38442
22 N Holland St,Portland,97217,45.57559586,-122.6673813,2,4,5000,11/23/2020,550000,608600,38442
3025 N Winchell St,Portland,97217,45.58079147,-122.6978149,1,2,4791,11/23/2020,505000,558800,38442
7222 N Mississippi Ave,Portland,97217,45.57549667,-122.6760254,3,4,2613,5/17/2021,580000,597400,38442
5924 N Villard Ave,Portland,97217,45.56609726,-122.6973038,2,4,4791,5/17/2021,725000,742000,38442
927 N Webster St,Portland,97217,45.55993652,-122.6766129,3,4,4791,5/17/2021,685000,702200,38442
176 N Going St,Portland,97217,45.55623245,-122.6678162,4,3,1306,11/19/2020,655000,717900,38442
1735 N Highland St,Portland,97217,45.56935883,-122.6848221,3,3,4791,5/18/2021,550000,566200,38442
7017 N Mobile Ave,Portland,97217,45.57370758,-122.6896515,2,3,7405,5/18/2021,650000,668800,38442
4215 N Court Ave,Portland,97217,45.55425262,-122.6874313,2,3,4791,11/19/2020,665000,727800,38442
6114 N Commercial Ave,Portland,97217,45.56717682,-122.6709213,2,4,4791,5/18/2021,760000,777200,38442
7103 N Mississippi Ave,Portland,97217,45.57457352,-122.6766586,2,4,4791,5/18/2021,525000,540200,38442
4419 N Vancouver Ave,Portland,97217,45.55526733,-122.6683044,1,3,4791,5/18/2021,501000,515800,38442
5834 N Moore Ave,Portland,97217,45.56571198,-122.6676559,2,3,4791,11/19/2020,585000,647900,38442
4805 N Gantenbein Ave,Portland,97217,45.55767441,-122.66922,2,4,4791,11/18/2020,657500,719800,38442
2315 N Wygant St,Portland,97217,45.55786133,-122.6912079,1,3,4791,7/13/2020,485000,552300,38442
2812 N Bryant St,Portland,97217,45.57340622,-122.6958237,2,4,4791,11/15/2020,565000,626600,38442
6605 N Burrage Ave,Portland,97217,45.57063293,-122.6948395,1,3,4791,11/15/2020,565000,626600,38442
8029 N Washburne Ave,Portland,97217,45.58190918,-122.7057114,2,3,5662,11/15/2020,532000,590000,38442
6020 N Michigan Ave,Portland,97217,45.56674957,-122.6766281,2,4,4791,5/20/2021,720000,736000,38442
6845 N Concord Ave,Portland,97217,45.57239914,-122.6845703,2,3,4791,5/20/2021,632000,650000,38442
7225 N Concord Ave,Portland,97217,45.57572937,-122.6845398,2,3,5000,5/20/2021,525000,540000,38442
2967 N Willamette Blvd,Portland,97217,45.56472015,-122.6971817,2,3,4791,7/13/2020,635000,723100,38442
5711 N Omaha Ave,Portland,97217,45.56482697,-122.6906815,3,4,4791,5/20/2021,850000,868900,38442
7661 N Omaha Ave,Portland,97217,45.57873917,-122.6904221,1,2,4791,11/13/2020,497000,551700,38442
3135 N Willamette Blvd,Portland,97217,45.56708908,-122.6989594,2,3,5662,11/12/2020,370000,412400,38442
2804 N Winchell St,Portland,97217,45.58034515,-122.6957321,1,3,4791,5/21/2021,510000,524300,38442
6615 N Kerby Ave,Portland,97217,45.57079697,-122.6731033,2,4,4791,11/12/2020,605000,671700,38442
6706 N Haight Ave,Portland,97217,45.57132339,-122.6695175,1,4,4791,11/12/2020,500000,555200,38442
6825 N Atlantic Ave,Portland,97217,45.57217407,-122.6968536,1,2,4791,5/21/2021,530000,544900,38442
2125 N Humboldt St,Portland,97217,45.55857086,-122.6892166,2,3,4791,11/12/2020,563000,625100,38442
7722 N Fowler Ave,Portland,97217,45.57978821,-122.7064438,2,2,7405,11/10/2020,600000,666600,38442
7145 N Concord Ave,Portland,97217,45.5750351,-122.6845474,2,3,4791,11/10/2020,575000,662800,38442
6905 N Knowles Ave,Portland,97217,45.57249451,-122.6996689,1,3,5662,11/10/2020,500000,555500,38442
1006 N Terry St,Portland,97217,45.57979584,-122.6772919,3,4,3920,11/10/2020,535000,594400,38442
4324 N Kerby Ave,Portland,97217,45.55500793,-122.6719742,2,4,4791,5/21/2021,600000,616800,38442
5641 N Boston Ave,Portland,97217,45.56425858,-122.6918182,2,3,4791,5/23/2021,550000,564700,38442
5919 N Williams Ave,Portland,97217,45.56598663,-122.6672058,2,3,4791,5/23/2021,830000,847000,38442
6033 N Gay Ave,Portland,97217,45.56684494,-122.6895294,3,4,4791,5/23/2021,755000,770500,38442
2846 N Killingsworth St,Portland,97217,45.56252289,-122.6965942,1,2,3484,11/5/2020,475750,529200,38442
866 N Farragut St,Portland,97217,45.57918167,-122.6758957,3,3,2178,11/5/2020,487500,542300,38442
7228 N Villard Ave #A,Portland,97217,45.57580185,-122.6972046,1,2,4791,5/23/2021,590000,605800,38442
5603 N Minnesota Ave,Portland,97217,45.56352615,-122.6794205,3,4,3484,11/4/2020,497500,553600,38442
7405 N Denver Ave,Portland,97217,45.57654953,-122.6876068,2,2,4356,5/23/2021,510000,523600,38442
5923 N Denver Ave,Portland,97217,45.56603622,-122.6878662,1,4,5000,11/4/2020,490000,545400,38442
7039 N Curtis Ave,Portland,97217,45.57427597,-122.6985168,2,3,7840,11/4/2020,601000,669000,38442
1816 N Sumner St,Portland,97217,45.56032562,-122.6860275,2,3,4791,11/2/2020,520000,579200,38442
6912 N Missouri Ave,Portland,97217,45.57276917,-122.6773987,2,3,4356,5/23/2021,595000,610900,38442
2917 N Willis Blvd,Portland,97217,45.58396912,-122.6967926,1,0,4791,11/2/2020,295000,403100,38442
315 N Baldwin St,Portland,97217,45.57883835,-122.6695557,2,4,4791,5/24/2021,654000,668300,38442
4518 N Gantenbein Ave,Portland,97217,45.55565643,-122.6686859,2,3,4791,5/24/2021,785000,802200,38442
2031 N Jessup St,Portland,97217,45.56473541,-122.6883698,1,2,4791,11/2/2020,519000,578100,38442
6324 N Kerby Ave,Portland,97217,45.56885147,-122.6719894,2,3,4791,11/2/2020,515000,573600,38442
2625 N Watts St,Portland,97217,45.58149719,-122.6939316,2,4,4791,5/24/2021,544000,558300,38442
3114 N Watts St,Portland,97217,45.58106613,-122.6983948,1,3,4791,5/24/2021,578250,593400,38442
6826 N Knowles Ave,Portland,97217,45.57215118,-122.6990051,2,4,10890,5/26/2021,725000,739000,38442
728 N Russet St,Portland,97217,45.57773972,-122.6738129,2,2,4791,5/26/2021,575000,589800,38442
1415 N Baldwin St,Portland,97217,45.57883453,-122.6813965,4,4,4791,10/30/2020,550000,613100,38442
5324 N Haight Ave,Portland,97217,45.56206131,-122.6697617,2,3,7405,10/30/2020,570000,635600,38442
7058 N Greenwich Ave,Portland,97217,45.57434464,-122.6829071,2,4,5000,10/30/2020,534000,646200,38442
5616 N Wilbur Ave,Portland,97217,45.56385803,-122.6932602,1,3,4791,10/30/2020,355000,397300,38442
6236 N Denver Ave,Portland,97217,45.56802368,-122.6870956,3,3,8276,10/30/2020,600000,668900,38442
6936 N Villard Ave,Portland,97217,45.57286072,-122.6972351,3,4,4791,10/30/2020,719500,794600,38442
1600 N Holman St,Portland,97217,45.56821442,-122.6834793,3,3,2178,5/26/2021,580000,595000,38442
5835 N Wilbur Ave #A,Portland,97217,45.5656662,-122.6938705,1,4,5000,10/27/2020,524977,585700,38442
5833 N Moore Ave,Portland,97217,45.56571579,-122.6682205,2,3,3484,5/26/2021,539000,552700,38442
1245 N Watts St,Portland,97217,45.58158112,-122.6794968,2,3,4791,5/26/2021,605000,620300,38442
633 N Holland St,Portland,97217,45.57601166,-122.673584,3,4,5662,10/27/2020,635000,708500,38442
868 N Morgan St,Portland,97217,45.57423019,-122.6761322,2,3,4791,10/27/2020,635000,708500,38442
4126 N Commercial Ave,Portland,97217,45.55374146,-122.6708832,2,4,4791,10/27/2020,581000,648200,38442
6314 N Kerby Ave,Portland,97217,45.56871414,-122.6719894,2,4,4791,5/26/2021,650000,666500,38442
7336 N Seward Ave,Portland,97217,45.57640076,-122.7035065,2,3,4791,10/25/2020,564000,629400,38442
8430 N Seward Ave,Portland,97217,45.58457565,-122.7031021,1,3,4791,5/28/2021,275000,405800,38442
3521 N Houghton St,Portland,97217,45.58733368,-122.7028809,1,3,7088,5/28/2021,365000,374100,38442
2432 N Hunt St,Portland,97217,45.58502579,-122.691597,1,1,4791,5/28/2021,278000,367100,38442
547 N Buffalo St,Portland,97217,45.57532883,-122.6717224,2,3,5662,10/21/2020,580000,648000,38442
1016 N Mason St,Portland,97217,45.55321503,-122.6770096,1,3,2178,10/21/2020,366400,404900,38442
2426 N Lombard St,Portland,97217,45.57691956,-122.6920471,0,3,6534,10/21/2020,325000,364600,38442
3300 N Terry St,Portland,97217,45.57964325,-122.7009888,1,3,4791,5/28/2021,560000,573900,38442
7125 N Greenwich Ave,Portland,97217,45.57475662,-122.6835327,3,4,4791,10/21/2020,690000,764000,38442
1835 N Humboldt St,Portland,97217,45.5586319,-122.6864319,2,3,4791,10/21/2020,555000,620300,38442
6628 N Kerby Ave,Portland,97217,45.57097244,-122.6725006,3,3,2613,10/19/2020,537000,600500,38442
3416 N Halleck St,Portland,97217,45.58243561,-122.7022934,1,3,4791,10/19/2020,480000,536600,38442
2444 N Alberta St,Portland,97217,45.55886841,-122.6923218,3,3,2613,10/19/2020,540000,605600,38442
7145 N Atlantic Ave,Portland,97217,45.5750885,-122.6968231,1,3,4791,10/19/2020,549000,613900,38442
5608 N Atlantic Ave,Portland,97217,45.56377411,-122.696312,2,4,7405,5/28/2021,805000,821600,38442
6414 N Boston Ave,Portland,97217,45.56921768,-122.6910248,3,3,4791,10/16/2020,539000,698700,38442
5405 N Haight Ave,Portland,97217,45.56221008,-122.6703568,2,4,4791,10/16/2020,559000,625600,38442
255 N Lotus Beach Dr,Portland,97217,45.60732269,-122.6698608,3,3,5227,10/16/2020,875000,970300,38442
1620 N Kilpatrick St,Portland,97217,45.58216858,-122.6838379,1,2,4900,10/16/2020,320000,354400,38442
555 N Bryant St,Portland,97217,45.57352448,-122.6721191,2,3,5662,10/16/2020,582000,651400,38442
115 N Blandena St,Portland,97217,45.55722809,-122.6677399,2,2,5227,6/1/2021,526500,538600,38442
1260 N Winchell St,Portland,97217,45.58048248,-122.6797943,1,1,4791,10/15/2020,347000,384400,38442
5636 N Maryland Ave,Portland,97217,45.56393433,-122.6808853,2,3,4791,10/13/2020,580000,649500,38442
6219 N Concord Ave,Portland,97217,45.56804276,-122.6843338,3,3,3049,6/1/2021,699000,712000,38442
5734 N Moore Ave,Portland,97217,45.56444931,-122.6676636,1,3,4791,6/1/2021,685734,698800,38442
7822 N Wabash Ave,Portland,97217,45.58004379,-122.7024841,2,2,3484,10/13/2020,478000,535300,38442
7105 N Delaware Ave,Portland,97217,45.57452774,-122.6927643,1,2,4791,10/13/2020,520000,582500,38442
5916 N Moore Ave,Portland,97217,45.56598663,-122.6676483,2,3,4791,10/13/2020,622500,697300,38442
8844 N Peninsular Ave,Portland,97217,45.58692169,-122.6969757,1,2,2613,6/1/2021,369000,377500,38442
828 N Webster St,Portland,97217,45.55950165,-122.6756058,3,3,4791,10/13/2020,565000,632900,38442
3837 N Juneau St,Portland,97217,45.59068298,-122.7066727,1,3,1306,10/13/2020,314500,353700,38442
2816 N Halleck St,Portland,97217,45.5824852,-122.6959229,2,3,4791,6/1/2021,592940,606600,38442
7548 N Chautauqua Blvd,Portland,97217,45.57785034,-122.7075653,3,3,4791,6/1/2021,550000,581300,38442
3540 N Alaska Pl,Portland,97217,45.58769226,-122.703331,1,3,6969,6/3/2021,550000,561900,38442
4520 N Congress Ave,Portland,97217,45.55573654,-122.6716995,2,2,2613,6/3/2021,615000,628600,38442
7026 N Kerby Ave,Portland,97217,45.57381821,-122.6724854,2,4,4791,10/8/2020,565000,633600,38442
4905 N Montana Ave,Portland,97217,45.55842972,-122.680397,2,2,4791,10/8/2020,480000,538300,38442
6714 N Omaha Ave,Portland,97217,45.57141495,-122.6901474,1,2,6098,10/8/2020,483000,541700,38442
3830 N Attu St,Portland,97217,45.58958435,-122.7068253,1,3,7200,10/8/2020,360000,405300,38442
6917 N Michigan Ave,Portland,97217,45.57288742,-122.6770325,1,2,4356,6/3/2021,500000,510800,38442
2829 N Russet St,Portland,97217,45.57798767,-122.696228,2,3,4791,6/3/2021,575000,587500,38442
3622 N Farragut St,Portland,97217,45.57913589,-122.7040863,3,4,4791,6/3/2021,650000,664100,38442
7729 N Kerby Ave,Portland,97217,45.57979965,-122.6726532,2,3,10018,10/7/2020,550000,775700,38442
7076 N Wilbur Ave,Portland,97217,45.57466507,-122.6931534,2,5,4791,10/7/2020,348000,392000,38442
6406 N Haight Ave,Portland,97217,45.56914902,-122.6698303,2,3,4791,10/7/2020,715000,795000,38442
6355 N Atlantic Ave,Portland,97217,45.56902313,-122.6968842,2,5,4791,10/7/2020,600000,673300,38442
1222 N Baldwin St,Portland,97217,45.57842636,-122.6790848,1,3,4356,10/5/2020,317000,352200,38442
2237 N Farragut St,Portland,97217,45.57904434,-122.6898804,2,2,5662,10/5/2020,500000,561200,38442
7315 N Atlantic Ave,Portland,97217,45.57621384,-122.6968079,2,3,4791,10/5/2020,640000,718500,38442
7118 N Vancouver Ave,Portland,97217,45.57461166,-122.6683273,3,3,1742,10/5/2020,525000,589400,38442
7126 N Mobile Ave,Portland,97217,45.57483673,-122.6890564,3,3,10018,10/2/2020,696000,775100,38442
6831 N Albina Ave,Portland,97217,45.57226181,-122.6751785,3,5,3920,6/3/2021,723000,735900,38442
5133 N Gay Ave,Portland,97217,45.56037521,-122.6903458,2,5,4791,9/30/2020,580000,651900,38442
2105 N Skidmore Ter,Portland,97217,45.55455399,-122.6893311,3,4,4791,9/30/2020,680000,757500,38442
4203 N Vancouver Ave,Portland,97217,45.55400848,-122.6682739,2,3,3920,9/29/2020,721000,802300,38442
6615 N Curtis Ave,Portland,97217,45.57079697,-122.6985397,2,3,3484,7/8/2020,573000,652100,38442
1840 N Winchell St,Portland,97217,45.58003616,-122.6856384,2,4,4791,6/6/2021,800000,813300,38442
6625 N Fenwick Ave,Portland,97217,45.57121277,-122.6855927,2,3,4791,7/8/2020,550000,627300,38442
6736 N Haight Ave,Portland,97217,45.57173157,-122.6695099,2,3,4791,9/29/2020,490000,551100,38442
4624 N Commercial Ave,Portland,97217,45.55641556,-122.6708679,2,4,4791,6/7/2021,600000,611900,38442
5535 N Omaha Ave,Portland,97217,45.56328964,-122.6906967,4,4,4791,9/29/2020,640000,719600,38442
636 N Farragut St,Portland,97217,45.57911301,-122.6731644,1,2,6098,9/29/2020,350000,389600,38442
7047 N Knowles Ave,Portland,97217,45.57435226,-122.6996536,1,4,5662,9/29/2020,540000,594700,38442
2622 N Rosa Parks Way,Portland,97217,45.56972885,-122.6939774,3,2,1306,9/27/2020,570000,641200,38442
7603 N Omaha Ave,Portland,97217,45.57791519,-122.6904221,1,3,4791,6/9/2021,595000,606300,38442
5905 N Commercial Ave,Portland,97217,45.56572342,-122.6715622,2,4,4791,9/27/2020,500000,562500,38442
6624 N Missouri Ave,Portland,97217,45.57094193,-122.6774292,3,4,4356,6/9/2021,549900,560600,38442
2509 N Kilpatrick St,Portland,97217,45.58220673,-122.6927109,2,3,7405,9/24/2020,223726,591400,38442
7824 N Peninsular Ave,Portland,97217,45.5802803,-122.6969528,1,2,3750,6/9/2021,361000,368000,38442
4724 N Missouri Ave UNIT A,Portland,97217,45.55728912,-122.6777496,2,4,5000,6/9/2021,503000,512500,38442
6715 N Congress Ave,Portland,97217,45.57144165,-122.6720886,1,2,3484,6/9/2021,511000,520700,38442
3268 N Arlington Pl,Portland,97217,45.58311844,-122.7003784,3,3,2613,6/11/2021,485000,494000,38442
6335 N Mississippi Ave,Portland,97217,45.56901169,-122.6762009,3,3,5227,9/24/2020,660000,735700,38442
2408 N Willamette Blvd,Portland,97217,45.5617485,-122.6917953,2,3,4791,9/24/2020,700000,780100,38442
2330 N Holman St,Portland,97217,45.56795502,-122.69104,2,3,4791,9/24/2020,680000,757800,38442
4430 N Michigan Ave,Portland,97217,45.55515289,-122.6762695,4,4,2613,9/24/2020,765000,850800,38442
2728 N Hunt St,Portland,97217,45.58492661,-122.6954193,3,4,4791,9/24/2020,638000,718400,38442
7026 N Oatman Ave,Portland,97217,45.57410049,-122.7001266,1,2,7405,6/11/2021,603150,621300,38442
6304 N Denver Ave,Portland,97217,45.56835938,-122.6870804,2,3,5662,9/24/2020,605000,681200,38442
6920 N Congress Ave,Portland,97217,45.5730629,-122.6714172,2,3,4791,9/24/2020,593000,667700,38442
6405 N Curtis Ave,Portland,97217,45.56917191,-122.6989136,1,3,4791,9/23/2020,540000,608400,38442
6917 N Newcastle Ave,Portland,97217,45.57278061,-122.6901093,3,3,2613,9/21/2020,549000,618700,38442
3286 N Terry St,Portland,97217,45.57964325,-122.7007828,2,3,5662,7/8/2020,552000,629400,38442
7014 N Greeley Ave,Portland,97217,45.57384491,-122.6951981,1,3,4791,9/21/2020,565000,636700,38442
5606 N Maryland Ave,Portland,97217,45.56355667,-122.6808929,2,4,7405,9/21/2020,615000,693100,38442
35 N Morgan St,Portland,97217,45.57463837,-122.667572,2,3,4791,6/11/2021,650000,662000,38442
3540 N Houghton St,Portland,97217,45.58689117,-122.7033768,1,3,7088,9/21/2020,350000,472300,38442
7118 N Omaha Ave,Portland,97217,45.57466507,-122.6900864,3,4,3920,9/21/2020,656000,730400,38442
1545 N Jessup St,Portland,97217,45.56431961,-122.6832123,2,3,5500,6/14/2021,550000,559400,38442
2837 N Farragut St,Portland,97217,45.57936096,-122.696373,3,4,7405,6/14/2021,715000,723500,38442
4307 N Borthwick Ave,Portland,97217,45.55474091,-122.6737061,2,4,4791,9/18/2020,876000,978600,38442
7218 N Boston Ave,Portland,97217,45.57564545,-122.6911163,3,3,3484,6/14/2021,720000,729900,38442
1654 N Alberta St,Portland,97217,45.55888748,-122.6846313,2,3,4791,9/18/2020,572000,645400,38442
7236 N Concord Ave,Portland,97217,45.5758667,-122.6839142,2,3,4791,9/16/2020,570500,643900,38442
2050 N Killingsworth St,Portland,97217,45.56248093,-122.6885223,1,2,5000,9/15/2020,270000,297966,38442
6928 N Newcastle Ave,Portland,97217,45.57310867,-122.6895752,2,3,4284,6/15/2021,615000,625000,38442
8032 N Chautauqua Blvd,Portland,97217,45.58191299,-122.7075348,2,4,5662,6/15/2021,631000,641500,38442
9145 N Hamlin Ave,Portland,97217,45.58930588,-122.7026825,2,3,4791,6/15/2021,480000,488000,38442
6327 N Boston Ave,Portland,97217,45.56853867,-122.6917725,3,3,4791,6/15/2021,610000,620200,38442
8746 N Wilbur Ave,Portland,97217,45.58581543,-122.6938782,2,3,4791,9/15/2020,511000,576900,38442
8424 N Peninsular Ave,Portland,97217,45.58417511,-122.6968842,2,6,4791,6/15/2021,575000,584600,38442
3910 N Lombard St,Portland,97217,45.57694626,-122.7071762,2,3,4791,9/13/2020,567500,641000,38442
7803 N Emerald Ave,Portland,97217,45.58002853,-122.7002258,4,4,5227,9/13/2020,718500,803800,38442
3807 N Juneau St,Portland,97217,45.59057236,-122.7059708,1,3,1306,6/15/2021,320000,325300,38442
2758 N Kilpatrick St,Portland,97217,45.58177185,-122.6956787,3,3,2613,9/10/2020,560000,633100,38442
3822 N Willis Blvd,Portland,97217,45.58375931,-122.7058563,2,3,5800,9/10/2020,255000,514200,38442
7040 N Lancaster Ave,Portland,97217,45.57414627,-122.6880341,3,4,4791,9/10/2020,727000,814400,38442
1717 N Dekum St,Portland,97217,45.57185364,-122.6845703,1,2,4791,9/10/2020,360000,403300,38442
2400 N Alberta St,Portland,97217,45.55886459,-122.6917877,4,4,4791,9/10/2020,871800,976300,38442
3040 N Willis Blvd,Portland,97217,45.58375549,-122.6981888,2,3,6534,9/9/2020,370000,420200,38442
6726 N Congress Ave,Portland,97217,45.57161713,-122.671463,1,2,4356,6/17/2021,501000,508900,38442
7337 N Fowler Ave,Portland,97217,45.57640076,-122.7071762,2,4,4791,6/17/2021,695000,703700,38442
1506 N Highland St,Portland,97217,45.56890488,-122.6824875,2,2,1742,9/4/2020,355000,398400,38442
