,address,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
1871,7036 N Mobile Ave,Portland,97217,45.57397842,-122.68906399999999,3,3,3920,2/18/2021,725000,769000,38442.0
1872,4476 N Michigan Ave UNIT A,Portland,97217,45.55540466,-122.67634579999999,2,3,1700,2/18/2021,670000,709200,38442.0
1873,4125 N Colonial Ave,Portland,97217,45.55383682,-122.68439479999999,3,5,4791,7/12/2021,885000,886600,38442.0
1874,725 N Buffalo St,Portland,97217,45.57526016,-122.6743622,3,3,2178,2/17/2021,497000,532700,38442.0
1875,6804 N Delaware Ave,Portland,97217,45.57189178,-122.69221499999999,2,4,7840,4/22/2021,668140,690900,38442.0
1876,8733 N Curtis Ave,Portland,97217,45.58610535,-122.69879909999999,3,3,2613,4/22/2021,495000,515600,38442.0
1877,7408 N Washburne Ave,Portland,97217,45.57659149,-122.70553590000002,3,4,6098,4/22/2021,699950,723800,38442.0
1878,2134 N Willamette Blvd,Portland,97217,45.56172562,-122.6893845,3,2,4791,4/22/2021,576000,600000,38442.0
1879,7018 N Mobile Ave,Portland,97217,45.57380676,-122.68906399999999,3,3,4791,2/12/2021,635000,682200,38442.0
1880,2585 N Hunt St,Portland,97217,45.58533096,-122.6939774,2,4,4791,2/12/2021,540000,580100,38442.0
1881,4115 N Concord Ave,Portland,97217,45.55369949,-122.68540949999999,3,4,4791,2/10/2021,675000,718600,38442.0
1882,5925 N Delaware Ave,Portland,97217,45.56607437,-122.69284820000001,3,5,4791,2/10/2021,581156,624900,38442.0
1883,10917 N Moore Ave,Portland,97217,45.60207748,-122.6675568,2,3,2500,2/10/2021,368000,397100,38442.0
1884,7024 N Mississippi Ave,Portland,97217,45.57381821,-122.6761169,1,2,2613,2/10/2021,370000,399000,38442.0
1885,8121 N Mississippi Ave,Portland,97217,45.58192444,-122.6766281,3,3,4791,2/9/2021,580000,624000,38442.0
1886,6625 N Boston Ave,Portland,97217,45.57126617,-122.6917877,2,3,7405,2/7/2021,548500,644400,38442.0
1887,8715 N Tyndall Ave,Portland,97217,45.58538055,-122.6934509,3,3,2613,4/23/2021,620000,645500,38442.0
1888,6942 N Villard Ave,Portland,97217,45.57299805,-122.6972351,3,5,4791,4/23/2021,630000,655900,38442.0
1889,8917 N Curtis Ave,Portland,97217,45.58740997,-122.6987915,3,3,2613,4/23/2021,492500,512800,38442.0
1890,345 N Lotus Beach Dr,Portland,97217,45.6072464,-122.670639,3,2,4791,2/4/2021,595000,641600,38442.0
1891,3245 N Willamette Blvd,Portland,97217,45.5707016,-122.7000732,3,5,6098,2/4/2021,690000,736500,38442.0
1892,6304 N Burrage Ave,Portland,97217,45.56832886,-122.6942368,2,3,4791,2/4/2021,602000,648800,38442.0
1893,2402 N Blandena St UNIT A,Portland,97217,45.55670166,-122.6916122,4,5,4791,4/23/2021,1150000,1188600,38442.0
1894,6027 N Minnesota Ave,Portland,97217,45.56686783,-122.67944340000001,2,7,6534,2/4/2021,560000,603500,38442.0
1895,4205 N Massachusetts Ave,Portland,97217,45.55396652,-122.68235779999999,3,5,4791,2/2/2021,568200,612900,38442.0
1896,6706 N Concord Ave,Portland,97217,45.57134247,-122.6839523,2,2,5000,2/2/2021,550000,593300,38442.0
1897,7025 N Campbell Ave,Portland,97217,45.57394028,-122.6865845,2,4,4791,4/26/2021,700000,722600,38442.0
1898,4924 N Williams Ave,Portland,97217,45.55868529999999,-122.6663666,1,3,5227,2/1/2021,549000,592800,38442.0
1899,905 N Harbour Dr UNIT 8,Portland,97217,45.60458755,-122.67638400000001,4,4,421,4/26/2021,490000,509400,38442.0
1900,6024 N Commercial Ave,Portland,97217,45.56690216,-122.6709213,1,4,5000,2/1/2021,161230,674300,38442.0
1901,7626 N Denver Ave,Portland,97217,45.57853317,-122.68652340000001,2,2,5227,4/26/2021,529000,550000,38442.0
1902,8247 N Fowler Ave,Portland,97217,45.58305359,-122.7070618,3,3,2613,1/27/2021,531900,575400,38442.0
1903,7205 N Greeley Ave,Portland,97217,45.57552338,-122.69580079999999,2,5,4791,1/27/2021,599900,648700,38442.0
1904,5715 N Minnesota Ave,Portland,97217,45.56437683,-122.6794739,1,2,4791,1/27/2021,479000,533800,38442.0
1905,517 N Buffalo St,Portland,97217,45.57532883,-122.67111969999999,2,3,4791,4/28/2021,588000,610500,38442.0
1906,5546 N Denver Ave,Portland,97217,45.56339645,-122.6871567,2,4,5000,1/27/2021,325000,678100,38442.0
1907,6213 N Michigan Ave,Portland,97217,45.56798172,-122.6772537,2,3,6098,1/27/2021,650000,702900,38442.0
1908,425 N Marine Dr,Portland,97217,45.60223389,-122.67052460000001,1,2,4791,1/26/2021,323494,351300,38442.0
1909,6227 N Mississippi Ave,Portland,97217,45.56812286,-122.67621609999999,2,3,5227,4/28/2021,590000,612600,38442.0
1910,6835 N Concord Ave,Portland,97217,45.57226181,-122.6845703,2,3,4791,1/24/2021,550000,595400,38442.0
1911,6926 N Atlantic Ave,Portland,97217,45.57299423,-122.69622040000002,1,2,4791,7/12/2021,575000,576000,38442.0
1912,6315 N Michigan Ave,Portland,97217,45.56873322,-122.67724609999999,2,3,6098,1/24/2021,690000,739200,38442.0
1913,7304 N Vincent Ave,Portland,97217,45.57598495,-122.7012634,2,3,4791,4/28/2021,337000,568000,38442.0
1914,23 N Baldwin St,Portland,97217,45.57883072,-122.6673813,1,3,4791,1/21/2021,369900,402400,38442.0
1915,2902 N Winchell St,Portland,97217,45.58034897,-122.69651029999999,1,2,4791,1/21/2021,340000,370000,38442.0
1916,6929 N Newcastle Ave,Portland,97217,45.57311249,-122.6902084,2,4,10018,4/28/2021,750000,773200,38442.0
1917,7018 N Greenwich Ave,Portland,97217,45.57378387,-122.68296809999998,1,3,5000,1/15/2021,525000,549100,38442.0
1918,437 N Tomahawk Island Dr #12,Portland,97217,45.60741425,-122.6719513,2,2,4791,4/28/2021,485000,503800,38442.0
1919,4136 N Overlook Ter,Portland,97217,45.55354309,-122.6886902,3,4,7840,1/13/2021,900000,967900,38442.0
1920,4606 N Commercial Ave,Portland,97217,45.55614471,-122.67094420000001,1,2,3049,1/13/2021,582000,632900,38442.0
1921,8618 N Hamlin Ave,Portland,97217,45.58533096,-122.7021179,1,3,4791,1/13/2021,364000,397300,38442.0
1922,6445 N Williams Ave,Portland,97217,45.56973267,-122.6671753,3,3,6098,1/13/2021,550000,597900,38442.0
1923,6405 N Denver Ave,Portland,97217,45.56918716,-122.68782809999999,2,4,4791,1/13/2021,550000,597900,38442.0
1924,2117 N Watts St,Portland,97217,45.58118820000001,-122.68833159999998,1,3,4791,1/12/2021,565000,614700,38442.0
1925,6833 N Haight Ave,Portland,97217,45.57257462,-122.6700668,1,2,5227,1/12/2021,225000,559500,38442.0
1926,1725 N Webster St,Portland,97217,45.56004715,-122.6854477,2,5,4791,1/12/2021,630000,685400,38442.0
1927,7036 N Burrage Ave,Portland,97217,45.57411957,-122.69413759999999,3,3,6098,1/12/2021,495000,538500,38442.0
1928,1554 N Jessup St #A,Portland,97217,45.56386948,-122.6834183,2,2,5000,1/12/2021,665000,715700,38442.0
1929,6224 N Omaha Ave,Portland,97217,45.56794739,-122.68991090000002,1,2,4791,4/29/2021,570000,591500,38442.0
1930,932 N Alberta St,Portland,97217,45.55878448,-122.6768188,2,4,4791,4/29/2021,710000,732800,38442.0
1931,5210 N Emerson Dr,Portland,97217,45.56070328,-122.6966248,3,3,6800,1/7/2021,600000,833000,38442.0
1932,2709 N Winchell St,Portland,97217,45.58078384,-122.69524380000001,1,4,5000,7/14/2020,540000,614700,38442.0
1933,6206 N Boston Ave,Portland,97217,45.56768036,-122.69103999999999,2,4,5227,1/7/2021,612000,666800,38442.0
1934,7136 N Vancouver Ave,Portland,97217,45.57465744,-122.6683273,3,3,1742,1/7/2021,565000,615600,38442.0
1935,1325 N Farragut St,Portland,97217,45.57952118,-122.68083190000002,2,3,5227,4/29/2021,525000,544800,38442.0
1936,5657 N Wilbur Ave,Portland,97217,45.56440735,-122.6938858,2,3,4791,1/5/2021,520000,567000,38442.0
1937,7063 N Haight Ave,Portland,97217,45.57429886,-122.6700439,2,4,4791,12/30/2020,599000,666000,38442.0
1938,2205 N Willamette Blvd,Portland,97217,45.56222534,-122.69023130000001,2,3,4791,5/3/2021,535000,554500,38442.0
1939,8333 N Peninsular Ave,Portland,97217,45.58380508,-122.69755549999999,2,4,4791,12/30/2020,340000,568600,38442.0
1940,5838 N Haight Ave,Portland,97217,45.5657196,-122.6698608,3,4,4791,12/30/2020,780000,843200,38442.0
1941,3308 N Terry St,Portland,97217,45.57964325,-122.70119479999998,2,4,5662,5/3/2021,532000,551300,38442.0
1942,6014 N Haight Ave,Portland,97217,45.56676483,-122.6698532,2,3,4791,5/3/2021,790000,813100,38442.0
1943,7206 N Lancaster Ave,Portland,97217,45.57545471,-122.6880264,1,2,5000,12/30/2020,331500,510900,38442.0
1944,8216 N Brandon Ave,Portland,97217,45.58267975,-122.68872069999999,2,3,4791,5/4/2021,601000,622300,38442.0
1945,1618 N Sumner St,Portland,97217,45.56030655,-122.68388370000001,3,3,2613,5/4/2021,774000,796300,38442.0
1946,6905 N Mississippi Ave,Portland,97217,45.57270813,-122.6762085,2,3,4791,5/4/2021,662000,680800,38442.0
1947,316 N Lotus Isle Dr,Portland,97217,45.60588455,-122.67038729999999,3,3,6534,12/27/2020,605000,662000,38442.0
1948,7049 N Mississippi Ave,Portland,97217,45.57416153,-122.6766586,2,3,4791,5/4/2021,515000,533500,38442.0
1949,705 N Alberta St,Portland,97217,45.55923462,-122.67420200000001,2,3,4791,5/4/2021,696000,715800,38442.0
1950,2741 N Willis Blvd,Portland,97217,45.58396912,-122.69561770000001,3,4,4791,12/22/2020,536000,587500,38442.0
1951,7032 N Omaha Ave,Portland,97217,45.57401276,-122.690155,1,3,4356,5/4/2021,531000,550100,38442.0
1952,7545 N Fowler Ave,Portland,97217,45.57785416,-122.7071762,2,3,4791,12/22/2020,565000,619100,38442.0
1953,7125 N Seward Ave,Portland,97217,45.57503128,-122.7041245,2,3,4791,5/4/2021,716000,736700,38442.0
1954,1824 N Blandena St,Portland,97217,45.5570488,-122.68669890000001,2,3,4356,12/21/2020,500000,548200,38442.0
1955,2315 N Lombard St,Portland,97217,45.57736588,-122.69051359999999,4,6,5227,5/6/2021,800000,822400,38442.0
1956,3175 N Halleck St,Portland,97217,45.58284378,-122.6995163,1,3,4791,12/21/2020,480000,526300,38442.0
1957,927 N Baldwin St,Portland,97217,45.57876968,-122.67697140000001,1,2,2613,12/18/2020,345000,380100,38442.0
1958,1525 N Blandena St,Portland,97217,45.55709076,-122.68308259999999,2,3,5350,7/14/2020,350000,398400,38442.0
1959,242 N Lombard St,Portland,97217,45.57697296,-122.66936489999999,2,4,4791,5/7/2021,500000,517300,38442.0
1960,222 N Hayden Bay Dr,Portland,97217,45.61009979,-122.6699142,2,3,234352,5/7/2021,375000,387900,38442.0
1961,5738 N Denver Ave,Portland,97217,45.56507111,-122.6871338,3,4,4791,12/16/2020,589000,647900,38442.0
1962,4611 N Kerby Ave,Portland,97217,45.55645752,-122.67322539999999,2,3,4791,12/16/2020,550000,604000,38442.0
1963,1518 N Watts St,Portland,97217,45.58074570000001,-122.6825638,2,3,5227,5/7/2021,551000,570000,38442.0
1964,5605 N Denver Ave,Portland,97217,45.56368256,-122.68788909999998,2,3,4791,5/7/2021,522500,540500,38442.0
1965,365 N Lotus Beach Dr,Portland,97217,45.60723114,-122.6707993,3,2,4791,12/16/2020,575000,631700,38442.0
1966,2031 N Dekum St,Portland,97217,45.57198334,-122.6880875,1,2,6098,5/7/2021,575000,518400,38442.0
1967,2835 N Arlington Pl,Portland,97217,45.58322144,-122.6962051,4,4,4791,12/14/2020,655000,712400,38442.0
1968,8905 N Drummond Ave,Portland,97217,45.58734131,-122.69963840000001,3,3,2613,12/14/2020,520000,571100,38442.0
1969,5537 N Greeley Ave,Portland,97217,45.5633316,-122.6959229,1,2,4791,12/14/2020,540000,477600,38442.0
1970,8352 N Chautauqua Blvd,Portland,97217,45.58370209,-122.70765690000002,3,4,3049,12/13/2020,525000,577000,38442.0
1971,602 N Buffalo St,Portland,97217,45.57491684,-122.67299650000001,1,2,5000,5/9/2021,532000,558400,38442.0
1972,111 N Morgan St,Portland,97217,45.57463455,-122.6679993,3,4,6969,5/9/2021,505000,521700,38442.0
1973,7338 N Knowles Ave,Portland,97217,45.57636261,-122.698967,5,4,11325,12/10/2020,525000,578900,38442.0
1974,6807 N Denver Ave,Portland,97217,45.57188034,-122.68763729999999,2,3,5662,12/10/2020,530000,583000,38442.0
1975,7832 N Peninsular Ave,Portland,97217,45.58041763,-122.69695279999999,2,4,3920,12/10/2020,530000,583000,38442.0
1976,1593 N Skidmore St,Portland,97217,45.55482483,-122.6839828,2,3,4791,12/10/2020,675000,735100,38442.0
1977,2824 N Watts St,Portland,97217,45.58106232,-122.69616699999999,3,3,2613,5/9/2021,565000,583700,38442.0
1978,848 N Stafford St,Portland,97217,45.57628632,-122.6759262,2,4,5000,5/9/2021,600000,619900,38442.0
1979,6715 N Commercial Ave,Portland,97217,45.57147979999999,-122.6710815,3,4,4791,12/10/2020,610000,671100,38442.0
1980,6906 N Concord Ave,Portland,97217,45.57266998,-122.6839447,2,3,4791,5/9/2021,527000,545200,38442.0
1981,2621 N Sumner St,Portland,97217,45.5607872,-122.694046,2,3,4791,12/8/2020,635000,699000,38442.0
1982,4406 N Vancouver Ave,Portland,97217,45.55513763,-122.6676407,2,4,6098,12/8/2020,600000,660500,38442.0
1983,7066 N Williams Ave,Portland,97217,45.57429504,-122.6664963,1,4,4791,7/13/2021,490000,636000,38442.0
1984,7526 N Elmore Ave,Portland,97217,45.5775795,-122.68546299999998,1,3,5227,5/10/2021,550000,568000,38442.0
1985,8828 N Calvert Ave,Portland,97217,45.58650589,-122.6958694,2,3,4791,12/8/2020,490000,539600,38442.0
1986,6940 N Knowles Ave,Portland,97217,45.57302094,-122.6989975,3,4,3484,5/10/2021,760000,779700,38442.0
1987,8802 N Hamlin Ave,Portland,97217,45.58633804,-122.7021179,3,3,3920,12/7/2020,535000,589300,38442.0
1988,4905 N Vancouver Ave,Portland,97217,45.55844879,-122.6684265,1,3,4300,12/7/2020,1100000,1197700,38442.0
1989,7055 N Atlantic Ave,Portland,97217,45.57440186,-122.6968307,1,2,4791,5/12/2021,501000,517100,38442.0
1990,4159 N Overlook Ter,Portland,97217,45.55371857,-122.6896591,2,3,20908,12/4/2020,750000,860000,38442.0
1991,1900 N Watts St,Portland,97217,45.58074951,-122.68582920000001,2,3,5000,5/12/2021,130000,403000,38442.0
1992,445 N Hayden Bay Dr #71,Portland,97217,45.61043167,-122.6735001,1,2,336718,7/13/2021,214000,261800,38442.0
1993,4732 N Gantenbein Ave,Portland,97217,45.55739594,-122.6686554,2,4,4791,5/12/2021,703000,720600,38442.0
1994,2326 N Baldwin St,Portland,97217,45.57825851,-122.690712,1,2,4791,12/2/2020,525000,579100,38442.0
1995,2334 N Sumner St,Portland,97217,45.56032181,-122.6916122,2,4,4791,12/2/2020,645000,711700,38442.0
1996,6305 N Villard Ave,Portland,97217,45.56834412,-122.69790649999999,1,1,4791,12/2/2020,310000,343400,38442.0
1997,736 N Emerson St UNIT A,Portland,97217,45.56101227,-122.67478179999999,4,5,2088,12/2/2020,648900,715800,38442.0
1998,905 N Sumner St,Portland,97217,45.56058884,-122.6762314,2,3,4791,5/12/2021,702000,719900,38442.0
1999,4618 N Congress Ave,Portland,97217,45.55636215,-122.67169950000002,4,3,2613,12/2/2020,489500,540100,38442.0
2000,7913 N Chase Ave,Portland,97217,45.58086777,-122.7047501,1,4,4356,7/13/2021,512500,514600,38442.0
2001,553 N Hayden Bay Dr #25,Portland,97217,45.61006546,-122.6739807,1,2,336718,11/30/2020,223000,247100,38442.0
2002,2121 N Schofield St,Portland,97217,45.58190155,-122.688446,1,3,4356,11/29/2020,514500,568100,38442.0
2003,7044 N Commercial Ave,Portland,97217,45.574024200000004,-122.670433,1,3,4791,11/29/2020,328000,383800,38442.0
2004,7935 N Seward Ave,Portland,97217,45.5812149,-122.70386509999999,3,4,5662,5/13/2021,539000,555900,38442.0
2005,5544 N Omaha Ave,Portland,97217,45.56341934,-122.68995670000001,1,2,4791,5/13/2021,490000,505300,38442.0
2006,6911 N Albina Ave,Portland,97217,45.57281113,-122.6751709,2,4,3920,5/13/2021,560000,577500,38442.0
2007,2314 N Emerson St,Portland,97217,45.56103134,-122.6912155,1,2,4791,5/13/2021,500000,508200,38442.0
2008,5228 N Haight Ave,Portland,97217,45.56094742,-122.6696472,2,3,7405,11/24/2020,499000,552000,38442.0
2009,866 N Russet St,Portland,97217,45.57773972,-122.67572779999999,2,4,4792,11/24/2020,520000,575200,38442.0
2010,6355 N Delaware Ave,Portland,97217,45.56900406,-122.6928253,3,3,4791,11/24/2020,636000,703500,38442.0
2011,1910 N Ainsworth St,Portland,97217,45.56616211,-122.6867294,2,3,4791,11/24/2020,622000,688000,38442.0
2012,5815 N Boston Ave,Portland,97217,45.56538391,-122.6918106,2,3,4791,11/24/2020,572000,632500,38442.0
2013,7232 N Mobile Ave,Portland,97217,45.57581329,-122.6890564,2,3,3484,11/24/2020,593000,663500,38442.0
2014,7008 N Greenwich Ave,Portland,97217,45.573661799999996,-122.68291470000001,1,4,5000,11/24/2020,525000,570800,38442.0
2015,6326 N Delaware Ave,Portland,97217,45.56854248,-122.69216920000001,3,4,4791,11/24/2020,825000,903400,38442.0
2016,2127 N Watts St,Portland,97217,45.58118820000001,-122.6885223,1,2,4791,11/24/2020,478000,528800,38442.0
2017,6125 N Atlantic Ave,Portland,97217,45.56735229,-122.69689939999999,2,3,4791,5/15/2021,690000,707000,38442.0
2018,22 N Holland St,Portland,97217,45.57559586,-122.6673813,2,4,5000,11/23/2020,550000,608600,38442.0
2019,3025 N Winchell St,Portland,97217,45.58079147,-122.6978149,1,2,4791,11/23/2020,505000,558800,38442.0
2020,7222 N Mississippi Ave,Portland,97217,45.57549667,-122.6760254,3,4,2613,5/17/2021,580000,597400,38442.0
2021,5924 N Villard Ave,Portland,97217,45.56609726,-122.6973038,2,4,4791,5/17/2021,725000,742000,38442.0
2022,927 N Webster St,Portland,97217,45.55993652,-122.6766129,3,4,4791,5/17/2021,685000,702200,38442.0
2023,176 N Going St,Portland,97217,45.55623245,-122.6678162,4,3,1306,11/19/2020,655000,717900,38442.0
2024,1735 N Highland St,Portland,97217,45.56935883,-122.68482209999999,3,3,4791,5/18/2021,550000,566200,38442.0
2025,7017 N Mobile Ave,Portland,97217,45.57370758,-122.6896515,2,3,7405,5/18/2021,650000,668800,38442.0
2026,4215 N Court Ave,Portland,97217,45.55425262,-122.68743130000001,2,3,4791,11/19/2020,665000,727800,38442.0
2027,6114 N Commercial Ave,Portland,97217,45.56717682,-122.6709213,2,4,4791,5/18/2021,760000,777200,38442.0
2028,7103 N Mississippi Ave,Portland,97217,45.57457352,-122.6766586,2,4,4791,5/18/2021,525000,540200,38442.0
2029,4419 N Vancouver Ave,Portland,97217,45.55526733,-122.6683044,1,3,4791,5/18/2021,501000,515800,38442.0
2030,5834 N Moore Ave,Portland,97217,45.56571198,-122.66765590000001,2,3,4791,11/19/2020,585000,647900,38442.0
2031,4805 N Gantenbein Ave,Portland,97217,45.55767441,-122.66922,2,4,4791,11/18/2020,657500,719800,38442.0
2032,2315 N Wygant St,Portland,97217,45.55786133,-122.69120790000001,1,3,4791,7/13/2020,485000,552300,38442.0
2033,2812 N Bryant St,Portland,97217,45.57340622,-122.69582369999999,2,4,4791,11/15/2020,565000,626600,38442.0
2034,6605 N Burrage Ave,Portland,97217,45.57063293,-122.6948395,1,3,4791,11/15/2020,565000,626600,38442.0
2035,8029 N Washburne Ave,Portland,97217,45.58190918,-122.70571140000001,2,3,5662,11/15/2020,532000,590000,38442.0
2036,6020 N Michigan Ave,Portland,97217,45.56674957,-122.6766281,2,4,4791,5/20/2021,720000,736000,38442.0
2037,6845 N Concord Ave,Portland,97217,45.57239914,-122.6845703,2,3,4791,5/20/2021,632000,650000,38442.0
2038,7225 N Concord Ave,Portland,97217,45.57572937,-122.68453980000001,2,3,5000,5/20/2021,525000,540000,38442.0
2039,2967 N Willamette Blvd,Portland,97217,45.56472015,-122.6971817,2,3,4791,7/13/2020,635000,723100,38442.0
2040,5711 N Omaha Ave,Portland,97217,45.56482697,-122.6906815,3,4,4791,5/20/2021,850000,868900,38442.0
2041,7661 N Omaha Ave,Portland,97217,45.57873917,-122.69042209999999,1,2,4791,11/13/2020,497000,551700,38442.0
2042,3135 N Willamette Blvd,Portland,97217,45.56708908,-122.6989594,2,3,5662,11/12/2020,370000,412400,38442.0
2043,2804 N Winchell St,Portland,97217,45.58034515,-122.6957321,1,3,4791,5/21/2021,510000,524300,38442.0
2044,6615 N Kerby Ave,Portland,97217,45.57079697,-122.67310330000001,2,4,4791,11/12/2020,605000,671700,38442.0
2045,6706 N Haight Ave,Portland,97217,45.57132339,-122.6695175,1,4,4791,11/12/2020,500000,555200,38442.0
2046,6825 N Atlantic Ave,Portland,97217,45.57217407,-122.69685359999998,1,2,4791,5/21/2021,530000,544900,38442.0
2047,2125 N Humboldt St,Portland,97217,45.55857086,-122.6892166,2,3,4791,11/12/2020,563000,625100,38442.0
2048,7722 N Fowler Ave,Portland,97217,45.57978821,-122.7064438,2,2,7405,11/10/2020,600000,666600,38442.0
2049,7145 N Concord Ave,Portland,97217,45.5750351,-122.68454740000001,2,3,4791,11/10/2020,575000,662800,38442.0
2050,6905 N Knowles Ave,Portland,97217,45.57249451,-122.6996689,1,3,5662,11/10/2020,500000,555500,38442.0
2051,1006 N Terry St,Portland,97217,45.57979584,-122.6772919,3,4,3920,11/10/2020,535000,594400,38442.0
2052,4324 N Kerby Ave,Portland,97217,45.55500793,-122.67197420000001,2,4,4791,5/21/2021,600000,616800,38442.0
2053,5641 N Boston Ave,Portland,97217,45.56425858,-122.6918182,2,3,4791,5/23/2021,550000,564700,38442.0
2054,5919 N Williams Ave,Portland,97217,45.56598663,-122.66720579999999,2,3,4791,5/23/2021,830000,847000,38442.0
2055,6033 N Gay Ave,Portland,97217,45.56684494,-122.6895294,3,4,4791,5/23/2021,755000,770500,38442.0
2056,2846 N Killingsworth St,Portland,97217,45.56252289,-122.6965942,1,2,3484,11/5/2020,475750,529200,38442.0
2057,866 N Farragut St,Portland,97217,45.57918167,-122.6758957,3,3,2178,11/5/2020,487500,542300,38442.0
2058,7228 N Villard Ave #A,Portland,97217,45.57580185,-122.69720459999999,1,2,4791,5/23/2021,590000,605800,38442.0
2059,5603 N Minnesota Ave,Portland,97217,45.56352615,-122.6794205,3,4,3484,11/4/2020,497500,553600,38442.0
